customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,submitted_hour,submitted_dayofweek_num,submitted_month,is_weekend,contract_value_log1p,queue_pressure,negative_sentiment_flag,high_backlog_flag,message_word_count,message_has_deadline,sla_breached,resolution_hours
SMB,East Midlands,phone,Api Integration,how_to,High,Monday,22,27.0,3934.07,7,-0.31,111,1,0,37.0,Noah,23,7.47,200,0,22.0,0.0,2.0,0,8.277683949765708,1.5416666666666667,0,0,18,1,1,36.21
Enterprise,East Midlands,partner portal,Api Integration,access_request,Medium,Sunday,17,13.0,20343.95,2,1.0,96,0,0,20.0,Grace,1,0.45,164,0,17.0,6.0,12.0,1,9.920588002826479,10.0,0,0,14,0,0,20.51
SMB,Scotland,email,Api Integration,service_outage,Critical,Tuesday,22,0.0,52502.91,0,0.328,99,1,0,41.0,Ava,16,16.3,149,0,22.0,1.0,1.0,0,10.868642921996978,2.411764705882353,0,1,15,1,1,28.75
Mid-Market,East Midlands,chat,Billing,performance,Low,Saturday,13,42.0,17732.4,4,0.202,108,1,0,18.0,Amelia,25,0.37,32,0,13.0,5.0,1.0,1,9.783205146053056,0.6923076923076923,0,0,16,1,0,21.71
Enterprise,Northern Ireland,chat,Mobile App,how_to,Critical,Monday,20,18.0,151167.27,1,0.456,89,1,0,17.0,George,30,8.71,172,0,20.0,0.0,9.0,0,11.92614886620768,0.5483870967741935,0,0,15,1,1,20.05
Mid-Market,South East,web,Payments,data_quality,Critical,Friday,13,28.0,24325.63,0,0.216,102,0,0,30.0,Muhammad,8,37.33,121,0,13.0,4.0,10.0,0,10.09932691405893,3.3333333333333335,0,1,16,0,1,47.86
SMB,Northern Ireland,chat,Billing,data_quality,High,Tuesday,21,35.0,11064.21,3,0.3,94,0,0,31.0,Ava,33,5.67,107,0,21.0,1.0,12.0,0,9.311561231066918,0.9117647058823529,0,0,14,1,0,23.55
Mid-Market,South West,web,Data Export,access_request,Medium,Thursday,22,22.0,6321.99,0,-0.044,88,0,0,27.0,Grace,24,1.29,40,0,22.0,3.0,1.0,0,8.751947476529606,1.08,0,0,14,0,0,35.69
SMB,Yorkshire,email,Api Integration,integration_failure,Medium,Monday,20,11.0,8616.83,0,-1.0,115,1,0,12.0,Mia,20,19.2,163,0,20.0,0.0,12.0,0,9.06158859182666,0.5714285714285714,1,1,15,1,0,21.33
SMB,Scotland,web,Payments,access_request,High,Sunday,20,6.0,15894.55,2,0.163,85,0,0,57.0,Noah,30,9.34,158,0,20.0,6.0,9.0,1,9.67379447482239,1.8387096774193548,0,0,13,0,0,10.7
SMB,South East,chat,Payments,how_to,High,Tuesday,19,52.0,25509.27,5,0.608,86,1,0,23.0,George,28,4.01,120,0,19.0,1.0,11.0,0,10.146836395164518,0.7931034482758621,0,0,14,1,0,20.0
Mid-Market,Northern Ireland,web,Mobile App,performance,Medium,Monday,1,21.0,12440.8,0,0.391,99,0,0,12.0,Harry,1,8.53,69,0,1.0,0.0,10.0,0,9.428817050359688,6.0,0,0,16,0,0,21.57
Mid-Market,Wales,email,Account Access,data_quality,High,Friday,8,13.0,7900.72,1,-0.13,108,0,0,36.0,Ava,1,15.49,217,0,8.0,4.0,2.0,0,8.97483573627621,18.0,0,1,17,0,1,34.99
Enterprise,South West,web,Data Export,performance,Critical,Saturday,5,28.0,211359.15,0,-0.009,92,0,0,69.0,Harry,15,6.85,235,0,5.0,5.0,12.0,1,12.26131882944553,4.3125,0,0,13,1,1,22.23
SMB,Wales,partner portal,Data Export,performance,High,Thursday,12,29.0,17696.02,0,0.43,97,1,0,7.0,Muhammad,30,7.26,30,0,12.0,3.0,10.0,0,9.781151542805597,0.22580645161290322,0,0,13,1,0,18.35
SMB,West Midlands,phone,Workflow Automation,bug,Critical,Wednesday,14,34.0,18763.14,7,0.409,104,0,0,84.0,Ava,39,21.07,161,0,14.0,2.0,9.0,0,9.83970288051623,2.1,0,1,16,0,1,31.4
Mid-Market,South East,email,Workflow Automation,access_request,Medium,Thursday,22,9.0,2700.23,3,-0.232,100,0,0,24.0,George,31,7.1,137,0,22.0,3.0,10.0,0,7.901462503814047,0.75,0,0,14,0,0,20.13
Mid-Market,Scotland,email,Billing,bug,Critical,Saturday,8,28.0,65713.43,1,0.52,86,0,0,22.0,Noah,14,23.26,173,0,8.0,5.0,1.0,1,11.093073815059729,1.4666666666666666,0,1,13,1,1,28.18
SMB,Wales,web,Workflow Automation,refund_request,Medium,Monday,17,35.0,693.42,4,-0.158,120,0,0,34.0,Ava,24,2.68,109,0,17.0,0.0,1.0,0,6.543076964774693,1.36,0,0,16,0,0,26.52
Mid-Market,South West,chat,Reporting,service_outage,Low,Sunday,14,35.0,14704.21,3,0.505,100,1,0,60.0,Sophie,14,27.45,168,0,14.0,6.0,10.0,1,9.595957131742976,4.0,0,1,14,1,0,48.55
Mid-Market,Scotland,phone,Payments,integration_failure,Critical,Wednesday,19,15.0,8582.31,0,0.207,100,1,0,52.0,Ava,21,8.24,172,0,19.0,2.0,11.0,0,9.057574898973476,2.3636363636363638,0,0,14,1,1,24.07
SMB,Yorkshire,email,Billing,refund_request,High,Monday,14,12.0,21360.66,2,0.354,88,0,0,42.0,Amelia,1,39.73,229,0,14.0,0.0,12.0,0,9.969353005410255,21.0,0,1,13,0,1,43.16
SMB,West Midlands,email,Account Access,data_quality,Critical,Monday,23,33.0,3294.57,3,-0.11,102,0,0,56.0,Ava,38,22.36,260,0,23.0,0.0,9.0,0,8.100334421353516,1.435897435897436,0,1,15,1,1,27.62
Mid-Market,Greater Manchester,web,Workflow Automation,service_outage,Critical,Thursday,11,24.0,27315.52,0,-0.337,106,1,0,49.0,Muhammad,23,0.87,184,0,11.0,3.0,12.0,0,10.215246926361935,2.0416666666666665,0,0,15,1,1,38.91
SMB,Northern Ireland,phone,Billing,access_request,High,Sunday,11,53.0,15452.69,2,0.855,88,0,0,48.0,Oliver,12,18.85,181,0,11.0,6.0,9.0,1,9.64560308876082,3.6923076923076925,0,1,13,0,0,21.15
SMB,Greater Manchester,web,Payments,how_to,Critical,Monday,1,20.0,4734.6,7,0.182,77,0,0,36.0,Ava,36,31.42,118,0,1.0,0.0,9.0,0,8.462863713537482,0.972972972972973,0,1,13,0,1,42.41
SMB,South West,phone,Reporting,how_to,Medium,Tuesday,15,21.0,8596.11,1,1.0,97,0,0,28.0,Mia,1,11.6,241,0,15.0,1.0,10.0,0,9.059181379253689,14.0,0,0,16,0,0,2.25
Mid-Market,Greater Manchester,chat,Account Access,billing_query,High,Saturday,2,30.0,36118.61,5,0.45,98,0,0,33.0,George,43,3.68,19,0,2.0,5.0,2.0,1,10.494591210130437,0.75,0,0,14,1,0,16.63
SMB,Scotland,phone,Payments,billing_query,High,Wednesday,18,0.0,9917.23,4,-0.009,114,0,1,32.0,Harry,9,22.28,118,0,18.0,2.0,1.0,0,9.202129756939497,3.2,0,1,16,0,1,35.36
Mid-Market,Greater Manchester,phone,Mobile App,performance,High,Saturday,12,51.0,10726.24,0,-0.583,113,1,0,25.0,Leo,9,7.64,146,0,12.0,5.0,1.0,1,9.280541579797319,2.5,1,0,17,1,1,31.12
SMB,South East,web,Workflow Automation,bug,Critical,Wednesday,8,50.0,5178.42,3,-0.217,90,1,0,38.0,Noah,22,6.87,177,0,8.0,2.0,1.0,0,8.552448359872551,1.6521739130434783,0,0,14,1,1,22.38
Mid-Market,East Midlands,chat,Account Access,service_outage,Critical,Monday,17,31.0,15050.83,4,-1.0,104,1,0,0.0,Grace,34,9.77,1,0,17.0,0.0,9.0,0,9.619254857469373,0.0,1,0,15,1,1,24.67
Enterprise,Scotland,chat,Billing,integration_failure,Critical,Saturday,20,34.0,59326.25,3,-0.003,115,1,0,32.0,Leo,48,3.98,184,0,20.0,5.0,10.0,1,10.99082400725986,0.6530612244897959,0,0,16,1,1,29.49
SMB,South West,email,Reporting,integration_failure,Critical,Sunday,15,25.0,6997.12,3,0.085,112,1,0,43.0,Sophie,18,2.43,177,0,15.0,6.0,10.0,1,8.853396820537114,2.263157894736842,0,0,16,1,1,29.25
Enterprise,West Midlands,web,Billing,bug,High,Tuesday,0,17.0,21045.37,0,-0.395,88,0,0,17.0,Grace,19,12.4,107,0,0.0,1.0,11.0,0,9.954483377684092,0.85,1,0,14,0,1,25.75
SMB,Scotland,email,Billing,how_to,Medium,Friday,18,26.0,5118.83,0,0.568,76,0,0,33.0,Amelia,47,26.27,44,0,18.0,4.0,12.0,0,8.540876514357317,0.6875,0,1,13,0,0,0.59
Enterprise,South East,web,Api Integration,billing_query,Critical,Saturday,19,14.0,71163.84,1,0.453,95,0,0,25.0,Mia,30,1.09,211,0,19.0,5.0,9.0,1,11.172754155205984,0.8064516129032258,0,0,14,0,1,23.32
Mid-Market,Yorkshire,web,Mobile App,integration_failure,Critical,Friday,3,13.0,17589.65,0,-0.009,119,1,0,45.0,Isla,25,15.11,216,0,3.0,4.0,1.0,0,9.775122789862964,1.7307692307692308,0,1,18,1,1,38.59
Public Sector,Scotland,phone,Api Integration,access_request,Critical,Wednesday,3,24.0,65829.22,9,-0.938,105,0,0,27.0,Muhammad,23,17.61,51,1,3.0,2.0,9.0,0,11.094834282397702,1.125,1,1,16,1,1,29.11
Mid-Market,West Midlands,web,Reporting,bug,Medium,Wednesday,17,13.0,13256.64,1,0.256,79,0,0,21.0,Grace,6,6.0,72,0,17.0,2.0,1.0,0,9.49232926901587,3.0,0,0,12,0,0,27.89
SMB,Yorkshire,web,Api Integration,service_outage,High,Sunday,13,28.0,4634.53,2,0.072,124,1,0,36.0,George,1,3.67,174,0,13.0,6.0,9.0,1,8.441505818819861,18.0,0,0,18,0,1,34.62
Enterprise,South East,chat,Mobile App,access_request,High,Wednesday,20,0.0,50524.68,2,-0.138,95,0,0,0.0,Harry,3,8.49,70,0,20.0,2.0,1.0,0,10.830237000865074,0.0,0,0,14,1,0,2.62
SMB,London,web,Reporting,service_outage,Critical,Monday,6,36.0,2443.49,3,-0.177,115,1,0,15.0,Ava,1,10.24,199,0,6.0,0.0,10.0,0,7.801591791194215,7.5,0,0,15,1,1,18.23
Mid-Market,Yorkshire,partner portal,Api Integration,service_outage,Critical,Friday,4,60.0,41058.2,5,-0.406,119,1,0,16.0,Grace,14,9.37,94,0,4.0,4.0,2.0,0,10.622770206700698,1.0666666666666667,1,0,18,1,1,31.8
Mid-Market,South West,web,Billing,performance,Medium,Monday,15,37.0,4877.82,0,-0.009,85,0,0,24.0,Amelia,6,1.08,163,0,15.0,0.0,2.0,0,8.492658666329378,3.4285714285714284,0,0,12,0,0,20.88
Mid-Market,Yorkshire,email,Reporting,refund_request,Critical,Saturday,4,26.0,17022.18,6,0.149,90,0,0,37.0,Noah,28,16.15,162,0,4.0,5.0,9.0,1,9.742331223688057,1.2758620689655173,0,1,13,0,1,33.17
Enterprise,East Midlands,web,Security,data_quality,Critical,Tuesday,16,0.0,53724.3,2,0.122,96,0,0,50.0,Amelia,37,5.93,230,0,16.0,1.0,10.0,0,10.891639305487676,1.3157894736842106,0,0,14,1,1,22.0
SMB,Wales,chat,Payments,how_to,Medium,Monday,13,14.0,15835.31,0,0.361,81,0,0,42.0,Sophie,1,3.94,243,0,13.0,0.0,11.0,0,9.670060683684838,21.0,0,0,13,0,0,3.34
SMB,Wales,email,Reporting,performance,Medium,Thursday,18,37.0,5583.56,0,0.833,102,0,0,27.0,Leo,19,13.74,88,0,18.0,3.0,1.0,0,8.627760925946802,1.35,0,1,15,0,0,37.11
SMB,London,email,Workflow Automation,bug,High,Sunday,14,27.0,13744.85,0,0.698,94,1,0,38.0,Oliver,12,9.19,163,0,14.0,6.0,1.0,1,9.528492239356625,2.923076923076923,0,0,14,1,1,42.62
SMB,West Midlands,web,Api Integration,refund_request,High,Thursday,16,16.0,8467.18,0,-0.307,96,0,0,47.0,Mia,14,2.69,184,0,16.0,3.0,10.0,0,9.04407088852388,3.1333333333333333,0,0,14,0,1,27.01
SMB,South West,phone,Data Export,data_quality,Critical,Monday,20,61.0,16058.57,9,-0.297,105,0,0,23.0,Grace,3,185.99,162,0,20.0,0.0,9.0,0,9.684060212547038,5.75,0,1,17,0,1,115.67
SMB,Northern Ireland,email,Account Access,billing_query,High,Thursday,10,17.0,8111.91,0,0.403,116,0,1,76.0,Muhammad,23,4.34,229,0,10.0,3.0,1.0,0,9.001211899026496,3.1666666666666665,0,0,17,0,1,24.77
Mid-Market,Scotland,web,Workflow Automation,performance,High,Monday,12,27.0,8967.08,1,-0.803,105,0,0,43.0,Mia,36,3.46,126,0,12.0,0.0,11.0,0,9.101426885318809,1.162162162162162,1,0,14,0,0,4.9
Mid-Market,Greater Manchester,email,Billing,billing_query,Medium,Friday,0,19.0,11791.75,3,-0.263,84,0,0,26.0,Mia,4,3.07,201,0,0.0,4.0,10.0,0,9.375240214848903,5.2,0,0,13,0,0,12.71
SMB,Northern Ireland,chat,Workflow Automation,integration_failure,Critical,Tuesday,16,20.0,19461.86,8,-0.894,111,1,0,62.0,Ava,22,14.43,227,1,16.0,1.0,1.0,0,9.876263313081012,2.6956521739130435,1,1,15,1,1,45.08
SMB,Scotland,chat,Workflow Automation,how_to,Low,Monday,5,58.0,5650.45,0,1.0,107,0,0,19.0,Leo,21,0.84,65,0,5.0,0.0,9.0,0,8.639667428382943,0.8636363636363636,0,0,17,0,0,11.22
Mid-Market,Scotland,web,Workflow Automation,data_quality,High,Thursday,5,49.0,11899.38,0,-0.401,94,0,0,27.0,Ava,1,14.2,90,0,5.0,3.0,2.0,0,9.38432561136289,13.5,1,1,14,0,1,24.66
Mid-Market,London,email,Account Access,refund_request,Critical,Sunday,13,56.0,16400.05,2,0.244,140,0,1,16.0,Mia,26,59.5,86,0,13.0,6.0,11.0,1,9.70510063615306,0.5925925925925926,0,1,20,0,1,53.75
Mid-Market,Wales,email,Account Access,integration_failure,Critical,Thursday,16,36.0,7662.68,0,-0.094,113,1,0,53.0,Amelia,32,10.7,265,0,16.0,3.0,2.0,0,8.944247565125544,1.606060606060606,0,0,15,0,1,40.34
SMB,West Midlands,partner portal,Workflow Automation,service_outage,Critical,Sunday,11,12.0,134740.16,0,0.196,105,1,0,54.0,Muhammad,11,9.12,327,0,11.0,6.0,12.0,1,11.811110883650814,4.5,0,0,15,1,1,39.16
SMB,London,chat,Workflow Automation,integration_failure,Critical,Monday,12,29.0,9425.88,10,0.172,133,1,0,27.0,Isla,36,6.04,125,0,12.0,0.0,9.0,0,9.151320461920838,0.7297297297297297,0,0,18,0,1,26.1
Enterprise,Yorkshire,email,Data Export,service_outage,Critical,Monday,8,12.0,135939.92,2,-0.575,113,1,0,37.0,Isla,26,25.87,134,0,8.0,0.0,10.0,0,11.819975658569357,1.3703703703703705,1,1,18,1,1,37.94
SMB,South East,chat,Reporting,service_outage,Critical,Friday,3,26.0,29169.64,0,0.789,114,1,0,26.0,Harry,12,2.95,225,0,3.0,4.0,10.0,0,10.280918002970756,2.0,0,0,17,0,1,28.91
Enterprise,Yorkshire,phone,Data Export,how_to,Critical,Wednesday,3,20.0,73524.06,0,-0.345,84,0,0,10.0,Sophie,13,0.03,106,0,3.0,2.0,12.0,0,11.205381579470826,0.7142857142857143,0,0,14,0,1,14.81
Mid-Market,East Midlands,chat,Payments,performance,Medium,Tuesday,8,0.0,6976.2,2,0.425,95,0,0,25.0,Mia,1,2.61,133,0,8.0,1.0,1.0,0,8.85040296914398,12.5,0,0,13,1,0,38.51
Mid-Market,Wales,chat,Billing,bug,Medium,Friday,5,24.0,15164.02,0,0.194,92,0,0,0.0,Isla,27,2.41,117,0,5.0,4.0,11.0,0,9.626746738948057,0.0,0,0,15,0,0,14.69
SMB,South West,chat,Mobile App,refund_request,High,Saturday,18,22.0,11363.28,1,-0.394,99,0,0,47.0,Harry,17,8.74,184,0,18.0,5.0,10.0,1,9.338230381882083,2.611111111111111,1,0,14,1,0,18.1
Mid-Market,South West,phone,Reporting,billing_query,High,Monday,5,2.0,14804.33,0,-0.272,98,0,0,34.0,Grace,1,13.01,139,0,5.0,0.0,1.0,0,9.602742530054249,17.0,0,0,15,1,1,32.62
Enterprise,West Midlands,chat,Api Integration,service_outage,Critical,Sunday,20,13.0,36926.87,0,-0.384,126,1,0,11.0,Isla,10,21.28,92,0,20.0,6.0,10.0,1,10.516721829497623,1.0,1,1,17,1,1,32.36
SMB,Scotland,email,Security,refund_request,High,Thursday,19,17.0,4622.43,2,0.147,102,0,0,7.0,Oliver,25,19.98,1,0,19.0,3.0,10.0,0,8.438892132857662,0.2692307692307692,0,1,15,1,1,27.21
SMB,Northern Ireland,email,Payments,bug,High,Thursday,23,65.0,19481.69,0,0.414,91,0,0,45.0,Harry,23,14.87,92,0,23.0,3.0,10.0,0,9.877281658012008,1.875,0,1,14,1,0,20.06
Enterprise,Wales,chat,Mobile App,how_to,Critical,Thursday,1,48.0,67264.12,0,-0.038,98,0,0,58.0,George,1,45.17,152,0,1.0,3.0,10.0,0,11.116397104906753,29.0,0,1,17,0,1,41.56
SMB,Greater Manchester,phone,Payments,performance,High,Friday,20,38.0,12101.02,2,-0.562,82,0,0,42.0,Sophie,1,4.15,110,0,20.0,4.0,1.0,0,9.401127659800302,21.0,1,0,12,0,1,32.24
SMB,South East,phone,Payments,bug,Medium,Sunday,23,18.0,18124.26,2,1.0,95,0,0,0.0,Ava,19,19.31,150,0,23.0,6.0,2.0,1,9.805061824447575,0.0,0,1,13,1,0,18.57
SMB,West Midlands,chat,Workflow Automation,performance,Medium,Wednesday,0,30.0,1628.63,1,0.615,102,0,0,35.0,Amelia,32,14.38,175,0,0.0,2.0,1.0,0,7.39610827416877,1.0606060606060606,0,1,15,0,0,25.99
Enterprise,East Midlands,chat,Reporting,how_to,High,Saturday,20,22.0,30688.5,2,-0.309,97,0,0,37.0,Leo,50,1.89,106,0,20.0,5.0,9.0,1,10.33167585552929,0.7254901960784313,0,0,16,0,0,15.33
Enterprise,Wales,email,Account Access,performance,Critical,Sunday,22,0.0,45401.79,0,-0.469,107,0,0,20.0,Muhammad,11,8.32,44,0,22.0,6.0,2.0,1,10.723328835885729,1.6666666666666667,1,0,16,0,1,10.29
SMB,Greater Manchester,chat,Billing,performance,High,Tuesday,7,14.0,21642.56,2,-0.061,85,0,0,20.0,Mia,24,1.23,28,0,7.0,1.0,10.0,0,9.982463229596464,0.8,0,0,12,0,0,15.06
SMB,South West,phone,Mobile App,billing_query,Low,Thursday,8,65.0,34145.84,0,0.133,90,0,0,19.0,Mia,33,5.21,141,0,8.0,3.0,1.0,0,10.4384253277746,0.5588235294117647,0,0,14,0,0,6.49
Enterprise,Yorkshire,chat,Account Access,data_quality,Critical,Tuesday,2,29.0,14817.43,0,-0.009,102,0,0,34.0,Grace,38,8.89,152,0,2.0,1.0,10.0,0,9.603626955316532,0.8717948717948718,0,0,15,1,1,12.03
Mid-Market,Wales,email,Payments,bug,Medium,Tuesday,17,43.0,14477.05,5,0.99,87,0,0,9.0,Sophie,29,5.89,163,0,17.0,1.0,11.0,0,9.580388988362802,0.3,0,0,14,1,0,30.18
Enterprise,Northern Ireland,email,Workflow Automation,refund_request,Critical,Tuesday,2,42.0,24572.6,0,-0.53,121,1,0,45.0,Muhammad,29,8.58,117,0,2.0,1.0,9.0,0,10.109427974928717,1.5,1,0,17,1,1,39.42
SMB,Northern Ireland,chat,Payments,service_outage,High,Tuesday,2,5.0,15013.92,0,0.235,110,1,0,8.0,Mia,35,10.94,88,0,2.0,1.0,2.0,0,9.616799652397908,0.2222222222222222,0,0,17,1,1,28.79
Mid-Market,South East,email,Workflow Automation,refund_request,High,Saturday,5,0.0,19367.03,1,0.129,134,0,1,26.0,George,75,2.74,54,0,5.0,5.0,9.0,1,9.87137904756341,0.34210526315789475,0,0,18,0,1,26.89
Mid-Market,South East,chat,Data Export,service_outage,Critical,Friday,6,55.0,20144.86,0,0.004,105,1,0,22.0,Sophie,14,9.32,232,0,6.0,4.0,1.0,0,9.910754087208154,1.4666666666666666,0,0,15,0,1,27.43
Mid-Market,East Midlands,web,Payments,how_to,Low,Thursday,17,54.0,20902.69,0,1.0,77,0,0,4.0,Noah,24,5.5,151,0,17.0,3.0,11.0,0,9.947680977392821,0.16,0,0,13,0,0,7.62
SMB,East Midlands,web,Data Export,billing_query,Medium,Tuesday,4,20.0,9453.7,3,0.152,91,0,0,7.0,George,44,7.04,125,0,4.0,1.0,10.0,0,9.154267251345388,0.15555555555555556,0,0,14,0,0,21.71
SMB,South West,phone,Workflow Automation,service_outage,Critical,Friday,11,5.0,3228.86,0,-0.647,106,1,0,69.0,Mia,26,10.9,185,0,11.0,4.0,12.0,0,8.080194071624089,2.5555555555555554,1,0,15,1,1,36.83
SMB,Yorkshire,web,Data Export,performance,Critical,Thursday,16,0.0,55577.38,0,0.038,85,0,0,37.0,Ava,21,9.31,52,0,16.0,3.0,10.0,0,10.925549555696465,1.6818181818181819,0,0,13,0,1,22.16
SMB,West Midlands,phone,Data Export,access_request,Medium,Saturday,19,15.0,8697.01,2,1.0,95,0,0,56.0,Oliver,1,8.7,214,0,19.0,5.0,2.0,1,9.070849542846506,28.0,0,0,14,1,0,27.99
SMB,London,web,Api Integration,integration_failure,Critical,Tuesday,19,32.0,2959.7,2,-0.631,107,1,0,35.0,George,20,7.43,166,0,19.0,1.0,12.0,0,7.993181005846071,1.6666666666666667,1,0,15,1,1,36.53
Mid-Market,East Midlands,phone,Payments,service_outage,Critical,Friday,19,38.0,5679.54,3,-0.15,91,1,0,40.0,Oliver,4,0.64,303,0,19.0,4.0,9.0,0,8.644801577618827,8.0,0,0,14,1,1,32.48
SMB,London,phone,Account Access,bug,High,Monday,22,27.0,16341.95,0,0.11,85,0,0,39.0,Harry,2,2.64,133,0,22.0,0.0,12.0,0,9.701551890674562,13.0,0,0,13,1,0,18.46
Mid-Market,Yorkshire,web,Security,how_to,High,Tuesday,17,36.0,12675.0,1,0.53,77,0,0,46.0,Noah,1,6.78,171,0,17.0,1.0,10.0,0,9.447465720810811,23.0,0,0,13,0,1,28.03
Enterprise,East Midlands,email,Billing,service_outage,Critical,Monday,10,25.0,65311.58,3,0.207,98,1,0,36.0,Oliver,18,7.28,143,0,10.0,0.0,2.0,0,11.0869399460209,1.894736842105263,0,0,14,0,1,38.27
SMB,London,web,Api Integration,how_to,Medium,Monday,11,10.0,11891.54,4,-0.055,88,0,0,48.0,Oliver,17,0.62,187,0,11.0,0.0,2.0,0,9.383666591765149,2.6666666666666665,0,0,14,0,0,26.26
Enterprise,Greater Manchester,chat,Security,service_outage,Critical,Saturday,9,28.0,31374.04,2,0.314,91,1,0,61.0,Muhammad,34,3.51,293,0,9.0,5.0,9.0,1,10.353767951333671,1.7428571428571429,0,0,14,1,1,33.6
Mid-Market,Wales,web,Api Integration,billing_query,Medium,Tuesday,20,64.0,23932.6,1,1.0,95,0,0,28.0,Noah,25,2.99,188,0,20.0,1.0,12.0,0,10.083038608367415,1.0769230769230769,0,0,14,0,0,15.4
SMB,Greater Manchester,email,Billing,access_request,Low,Friday,3,32.0,4967.45,1,0.468,94,0,0,19.0,Grace,36,0.65,85,0,3.0,4.0,10.0,0,8.510863199221365,0.5135135135135135,0,0,13,1,0,6.81
Mid-Market,Greater Manchester,chat,Account Access,access_request,High,Monday,12,48.0,4030.57,9,-0.603,95,0,0,37.0,Harry,28,10.13,62,0,12.0,0.0,10.0,0,8.301911157238631,1.2758620689655173,1,0,14,1,0,14.83
SMB,Scotland,web,Billing,performance,High,Wednesday,3,23.0,6509.53,2,-0.418,81,0,0,8.0,Amelia,24,13.15,1,0,3.0,2.0,11.0,0,8.781176145099185,0.32,1,0,12,0,0,11.66
Mid-Market,Scotland,partner portal,Data Export,integration_failure,Critical,Saturday,18,41.0,73431.56,6,-0.399,118,1,0,46.0,Mia,54,3.96,186,0,18.0,5.0,2.0,1,11.204122712972909,0.8363636363636363,1,0,18,1,1,27.05
SMB,East Midlands,chat,Account Access,service_outage,Critical,Monday,7,16.0,16328.8,0,-0.173,114,1,0,38.0,Muhammad,36,17.31,252,0,7.0,0.0,2.0,0,9.700746938492083,1.027027027027027,0,1,16,1,1,23.89
SMB,East Midlands,phone,Api Integration,how_to,High,Wednesday,4,56.0,6376.14,0,0.256,88,0,0,69.0,Amelia,3,17.6,266,0,4.0,2.0,9.0,0,8.760474999971105,17.25,0,1,14,0,0,12.92
SMB,West Midlands,phone,Reporting,how_to,Medium,Monday,21,28.0,8783.82,4,0.28,78,0,0,7.0,Grace,17,9.85,60,0,21.0,0.0,9.0,0,9.080780510940597,0.3888888888888889,0,0,13,0,0,26.92
SMB,South West,email,Account Access,performance,Medium,Thursday,3,48.0,18008.01,0,0.155,94,0,0,3.0,Amelia,29,4.59,81,0,3.0,3.0,10.0,0,9.798627467197715,0.1,0,0,13,1,0,22.02
Enterprise,South West,email,Data Export,how_to,Critical,Tuesday,0,19.0,82065.59,1,-0.17,93,0,0,18.0,Leo,19,0.07,94,0,0.0,1.0,12.0,0,11.315286269864107,0.9,0,0,16,1,1,17.56
SMB,West Midlands,web,Payments,integration_failure,Critical,Monday,10,26.0,10538.01,20,0.223,119,1,0,34.0,Noah,13,1.68,202,0,10.0,0.0,12.0,0,9.262838889790114,2.4285714285714284,0,0,17,1,1,40.44
Mid-Market,South West,partner portal,Workflow Automation,bug,Medium,Wednesday,1,14.0,13858.89,2,-0.507,100,0,0,16.0,Sophie,6,0.23,106,0,1.0,2.0,2.0,0,9.536754336204464,2.2857142857142856,1,0,15,0,0,21.72
Mid-Market,Greater Manchester,chat,Api Integration,bug,Critical,Friday,6,13.0,8466.6,2,-0.679,118,1,0,43.0,Isla,19,16.76,303,0,6.0,4.0,12.0,0,9.044002394483424,2.15,1,1,16,0,1,32.98
SMB,East Midlands,chat,Api Integration,integration_failure,High,Sunday,11,6.0,11319.65,4,-0.381,107,1,0,31.0,Sophie,26,1.76,106,0,11.0,6.0,10.0,1,9.33438377060338,1.1481481481481481,1,0,15,1,0,19.84
SMB,Yorkshire,web,Reporting,bug,Medium,Sunday,7,13.0,10942.56,1,0.708,99,0,0,25.0,Amelia,12,6.52,148,0,7.0,6.0,11.0,1,9.30050643437574,1.9230769230769231,0,0,14,0,0,18.82
SMB,Greater Manchester,email,Workflow Automation,billing_query,High,Tuesday,18,8.0,29296.65,0,0.167,105,1,0,31.0,Leo,20,2.1,126,0,18.0,1.0,1.0,0,10.285262587010427,1.4761904761904763,0,0,15,0,0,8.01
Enterprise,Wales,chat,Payments,bug,Critical,Wednesday,20,32.0,70776.94,3,0.189,78,0,0,14.0,Noah,39,15.89,51,0,20.0,2.0,10.0,0,11.167302649209175,0.35,0,1,12,0,1,38.13
Mid-Market,Northern Ireland,chat,Workflow Automation,billing_query,High,Thursday,0,45.0,15394.82,7,0.635,149,0,1,16.0,Oliver,1,8.57,148,1,0.0,3.0,10.0,0,9.64185132298689,8.0,0,0,21,0,1,36.97
Mid-Market,West Midlands,email,Account Access,billing_query,Medium,Saturday,7,27.0,3415.51,2,0.086,94,0,0,40.0,Isla,12,7.78,236,0,7.0,5.0,11.0,1,8.136374841188596,3.076923076923077,0,0,14,0,0,23.45
Enterprise,Yorkshire,email,Billing,bug,Critical,Thursday,11,27.0,88594.36,2,1.0,87,0,0,65.0,George,20,15.03,318,0,11.0,3.0,12.0,0,11.391834765018645,3.0952380952380953,0,1,14,0,1,40.73
